# File: A54.india_StubTranTechLoadFactor.csv
# Title: Load factor of passenger and freight sub technology wise
# Units: Number of people/ tons per vehicle
# Column types: ccccin
# ----------
region,supplysector,tranSubsector,stub.technology,year,loadFactor
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2070,1.49
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2075,1.49
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2080,1.49
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2085,1.49
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2090,1.49
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2095,1.49
India,trn_pass_road_LDV_2W,LDV_2W,BEV,2100,1.49
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,1975,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,1990,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2005,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2010,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2015,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2021,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2025,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2030,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2035,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2040,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2045,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2050,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2055,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2060,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2065,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2070,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2075,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2080,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2085,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2090,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2095,1.47
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2100,1.47
India,trn_pass_road_LDV_3W,LDV_3W,NG,1975,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,1990,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2005,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2010,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2015,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2021,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2025,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2030,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2035,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2040,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2045,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2050,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2055,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2060,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2065,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2070,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2075,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2080,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2085,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2090,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2095,1.88
India,trn_pass_road_LDV_3W,LDV_3W,NG,2100,1.88
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,1975,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,1990,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2005,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2010,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2015,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2021,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2025,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2030,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2035,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2040,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2045,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2050,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2055,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2060,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2065,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2070,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2075,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2080,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2085,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2090,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2095,1.47
India,trn_pass_road_LDV_3W,LDV_3W,Liquids,2100,1.47
India,trn_pass_road_LDV_3W,LDV_3W,BEV,1975,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,1990,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2005,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2010,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2015,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2021,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2025,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2030,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2035,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2040,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2045,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2050,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2055,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2060,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2065,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2070,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2075,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2080,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2085,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2090,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2095,1.88
India,trn_pass_road_LDV_3W,LDV_3W,BEV,2100,1.88
India,trn_pass_road_LDV_4W,LDV_4W,BEV,1975,2.75
India,trn_pass_road_LDV_4W,LDV_4W,BEV,1990,2.75
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2005,2.75
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2010,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2015,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2021,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2025,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2030,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2035,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2040,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2045,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2050,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2055,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2060,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2065,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2070,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2075,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2080,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2085,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2090,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2095,2.14
India,trn_pass_road_LDV_4W,LDV_4W,BEV,2100,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,1975,2.75
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,1990,2.75
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2005,2.75
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2010,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2015,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2021,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2025,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2030,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2035,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2040,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2045,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2050,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2055,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2060,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2065,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2070,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2075,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2080,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2085,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2090,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2095,2.14
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2100,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,1975,2.75
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,1990,2.75
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2005,2.75
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2010,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2015,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2021,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2025,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2030,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2035,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2040,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2045,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2050,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2055,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2060,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2065,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2070,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2075,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2080,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2085,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2090,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2095,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2100,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,1975,2.75
India,trn_pass_road_LDV_4W,LDV_4W,NG,1990,2.75
India,trn_pass_road_LDV_4W,LDV_4W,NG,2005,2.75
India,trn_pass_road_LDV_4W,LDV_4W,NG,2010,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2015,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2021,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2025,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2030,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2035,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2040,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2045,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2050,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2055,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2060,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2065,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2070,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2075,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2080,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2085,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2090,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2095,2.14
India,trn_pass_road_LDV_4W,LDV_4W,NG,2100,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,1975,2.75
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,1990,2.75
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2005,2.75
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2010,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2015,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2021,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2025,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2030,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2035,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2040,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2045,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2050,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2055,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2060,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2065,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2070,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2075,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2080,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2085,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2090,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2095,2.14
India,trn_pass_road_LDV_4W,LDV_4W,Hybrid Liquids,2100,2.14
India,trn_shipping_intl,International Ship,Liquids,1975,20000
India,trn_shipping_intl,International Ship,Liquids,1990,20000
India,trn_shipping_intl,International Ship,Liquids,2005,20000
India,trn_shipping_intl,International Ship,Liquids,2010,20000
India,trn_shipping_intl,International Ship,Liquids,2015,20000
India,trn_shipping_intl,International Ship,Liquids,2021,20000
India,trn_shipping_intl,International Ship,Liquids,2025,20000
India,trn_shipping_intl,International Ship,Liquids,2030,20000
India,trn_shipping_intl,International Ship,Liquids,2035,20000
India,trn_shipping_intl,International Ship,Liquids,2040,20000
India,trn_shipping_intl,International Ship,Liquids,2045,20000
India,trn_shipping_intl,International Ship,Liquids,2050,20000
India,trn_shipping_intl,International Ship,Liquids,2055,20000
India,trn_shipping_intl,International Ship,Liquids,2060,20000
India,trn_shipping_intl,International Ship,Liquids,2065,20000
India,trn_shipping_intl,International Ship,Liquids,2070,20000
India,trn_shipping_intl,International Ship,Liquids,2075,20000
India,trn_shipping_intl,International Ship,Liquids,2080,20000
India,trn_shipping_intl,International Ship,Liquids,2085,20000
India,trn_shipping_intl,International Ship,Liquids,2090,20000
India,trn_shipping_intl,International Ship,Liquids,2095,20000
India,trn_shipping_intl,International Ship,Liquids,2100,20000
India,trn_shipping_intl,International Ship,FCEV,1975,20000
India,trn_shipping_intl,International Ship,FCEV,1990,20000
India,trn_shipping_intl,International Ship,FCEV,2005,20000
India,trn_shipping_intl,International Ship,FCEV,2010,20000
India,trn_shipping_intl,International Ship,FCEV,2015,20000
India,trn_shipping_intl,International Ship,FCEV,2021,20000
India,trn_shipping_intl,International Ship,FCEV,2025,20000
India,trn_shipping_intl,International Ship,FCEV,2030,20000
India,trn_shipping_intl,International Ship,FCEV,2035,20000
India,trn_shipping_intl,International Ship,FCEV,2040,20000
India,trn_shipping_intl,International Ship,FCEV,2045,20000
India,trn_shipping_intl,International Ship,FCEV,2050,20000
India,trn_shipping_intl,International Ship,FCEV,2055,20000
India,trn_shipping_intl,International Ship,FCEV,2060,20000
India,trn_shipping_intl,International Ship,FCEV,2065,20000
India,trn_shipping_intl,International Ship,FCEV,2070,20000
India,trn_shipping_intl,International Ship,FCEV,2075,20000
India,trn_shipping_intl,International Ship,FCEV,2080,20000
India,trn_shipping_intl,International Ship,FCEV,2085,20000
India,trn_shipping_intl,International Ship,FCEV,2090,20000
India,trn_shipping_intl,International Ship,FCEV,2095,20000
India,trn_shipping_intl,International Ship,FCEV,2100,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,1975,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,1990,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2005,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2010,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2015,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2021,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2025,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2030,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2035,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2040,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2045,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2050,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2055,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2060,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2065,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2070,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2075,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2080,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2085,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2090,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2095,20000
India,trn_shipping_intl,International Ship,Hybrid Liquids,2100,20000
